,0,1,2,3,4
21,"[421, 276, 512, 267, 32, 135, 221, 96, 83]",0.8018873196149924,0.7833999112294718,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 128, 'learning_rate': 0.002, 'dropout': 0.7, 'embed_dim': 50, 'gamma': 2, 'alpha': 0.7, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 0, 'BOOL_CNN': 0, 'OUT_CNN': 0, 'lstm_nodes': 12, 'conv_layers': 3, 'conv_nodes': 64, 'conv_stride': 5, 'embedding_dim': 20, 'dense_out': 128}",No
22,"[306, 71, 440, 101, 110, 178, 287, 75, 369, 421]",0.790889596691952,0.80776651539444,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 32, 'learning_rate': 2e-05, 'dropout': 0.6, 'embed_dim': 50, 'gamma': 2.5, 'alpha': 1.9, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 1, 'BOOL_CNN': 1, 'OUT_CNN': 0, 'lstm_nodes': 12, 'conv_layers': 3, 'conv_nodes': 32, 'conv_stride': 3, 'embedding_dim': 50, 'dense_out': 128}",No
23,"[306, 71, 440, 101, 110, 178, 287, 75, 369, 421]",0.8091830462539988,0.8138536373271013,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 64, 'learning_rate': 2e-05, 'dropout': 0.8, 'embed_dim': 50, 'gamma': 1.5, 'alpha': 1.3, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 0, 'BOOL_CNN': 0, 'OUT_CNN': 0, 'lstm_nodes': 12, 'conv_layers': 3, 'conv_nodes': 16, 'conv_stride': 5, 'embedding_dim': 20, 'dense_out': 128}",No
24,"[313, 231, 25, 15, 407, 120, 460, 319, 88, 129]",0.7783272564715086,0.7778653405436742,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 32, 'learning_rate': 0.002, 'dropout': 0.9, 'embed_dim': 50, 'gamma': 3, 'alpha': 0.7, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 0, 'BOOL_CNN': 0, 'OUT_CNN': 0, 'lstm_nodes': 8, 'conv_layers': 4, 'conv_nodes': 32, 'conv_stride': 3, 'embedding_dim': 10, 'dense_out': 64}",No
25,"[313, 231, 25, 15, 407, 120, 460, 319, 88, 129]",0.7983424835505637,0.8143699557053181,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 64, 'learning_rate': 2e-05, 'dropout': 0.6, 'embed_dim': 50, 'gamma': 0.5, 'alpha': 0.9, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 0, 'BOOL_CNN': 1, 'OUT_CNN': 0, 'lstm_nodes': 12, 'conv_layers': 3, 'conv_nodes': 64, 'conv_stride': 5, 'embedding_dim': 50, 'dense_out': 64}",No
26,"[306, 71, 440, 101, 110, 178, 287, 75, 369, 421]",0.8435766872022687,0.8637644138880585,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 32, 'learning_rate': 0.002, 'dropout': 0.7, 'embed_dim': 50, 'gamma': 1.5, 'alpha': 0.7, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 1, 'BOOL_CNN': 0, 'OUT_CNN': 0, 'lstm_nodes': 8, 'conv_layers': 3, 'conv_nodes': 64, 'conv_stride': 3, 'embedding_dim': 20, 'dense_out': 32}",No
27,"[421, 276, 512, 267, 32, 135, 221, 96, 83]",0.8587409021695096,0.8352672626973559,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 32, 'learning_rate': 0.0002, 'dropout': 0.9, 'embed_dim': 50, 'gamma': 2.5, 'alpha': 0.7, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 0, 'BOOL_CNN': 0, 'OUT_CNN': 0, 'lstm_nodes': 16, 'conv_layers': 2, 'conv_nodes': 32, 'conv_stride': 3, 'embedding_dim': 20, 'dense_out': 64}",Yes
28,"[313, 231, 25, 15, 407, 120, 460, 319, 88, 129]",0.5,0.5,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 64, 'learning_rate': 0.0002, 'dropout': 0.7, 'embed_dim': 50, 'gamma': 0.75, 'alpha': 1.9, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 0, 'BOOL_CNN': 0, 'OUT_CNN': 0, 'lstm_nodes': 16, 'conv_layers': 3, 'conv_nodes': 16, 'conv_stride': 3, 'embedding_dim': 20, 'dense_out': 64}",No
29,"[421, 276, 512, 267, 32, 135, 221, 96, 83]",0.8075031781288853,0.7617960632988214,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 32, 'learning_rate': 2e-05, 'dropout': 0.6, 'embed_dim': 50, 'gamma': 2, 'alpha': 0.5, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 1, 'BOOL_CNN': 1, 'OUT_CNN': 0, 'lstm_nodes': 16, 'conv_layers': 4, 'conv_nodes': 32, 'conv_stride': 8, 'embedding_dim': 20, 'dense_out': 64}",No
30,"[306, 71, 440, 101, 110, 178, 287, 75, 369, 421]",0.5,0.5,"{'data_path': './data/', 'year_start': '14', 'year_end': '19', 'dataset': 'community_area', 'train_bool': 1, 'NAME': 'temp', 'version': 'v1', 'epochs': 50, 'batchsize': 128, 'learning_rate': 0.0002, 'dropout': 0.9, 'embed_dim': 50, 'gamma': 0.5, 'alpha': 0.7, 'prob_duplicate': 0.0, 'start': 100, 'end': 115, 'device': 'cpu:0', 'BOOL_LSTM': 1, 'BOOL_CNN': 0, 'OUT_CNN': 0, 'lstm_nodes': 16, 'conv_layers': 2, 'conv_nodes': 16, 'conv_stride': 5, 'embedding_dim': 10, 'dense_out': 64}",No
